amazon links
https://www.amazon.com/Logitech-Gaming-Headset-Blue-Technology/dp/B07PDFBJZD/ref=sr_1_21?_encoding=UTF8&content-id=amzn1.sym.12129333-2117-4490-9c17-6d31baf0582a&keywords=gaming+headsets&pd_rd_r=66a20377-f330-475e-a225-74cdf7423451&pd_rd_w=d6wg1&pd_rd_wg=LErre&pf_rd_p=12129333-2117-4490-9c17-6d31baf0582a&pf_rd_r=GH6WYH7S475PA38A4CHR&qid=1697960346&sr=8-21
https://www.amazon.com/Higround-Mechanical-Programable-Translucent-Hot-Swappable/dp/B0CCQDVNN3/ref=sr_1_2_sspa?_encoding=UTF8&content-id=amzn1.sym.12129333-2117-4490-9c17-6d31baf0582a&keywords=gaming+keyboard&pd_rd_r=05b75a8d-5215-42d3-9e8b-b47bfeb7f793&pd_rd_w=zzq8Q&pd_rd_wg=Ugngt&pf_rd_p=12129333-2117-4490-9c17-6d31baf0582a&pf_rd_r=G4Z5A401V7T143WWVQJK&qid=1697966877&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
